,ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
2413,OEIj1UX5ZRg,30,40,"/m/04rlf,/m/07szfh9,/m/0l14gg","['low quality', 'fun', 'happy', 'horn siren pitch bend melody', 'groovy piano chords', 'groovy bass', 'simple hi hats', '4 on the floor kick', 'punchy snare', 'short snare roll']","The low quality recording features a song that consists of pitch bend horn siren melody played over groovy piano chords, groovy bass, ""4 on the floor"" kick pattern, punchy snare and simple hi hats. At the end of the loop there is a short snare roll. The siren is very loud, and over time it sounds a bit uncomfortable, but it sounds fun and happy regardless - like something that kids would listen to.",4,False,True
2414,OEjgIDubFbg,350,360,"/m/02lkt,/m/04rlf,/m/08cyft,/m/0ggx5q","['female singer', 'advertisement soundtrack', 'fast tempo', 'romantic', 'in love with you', 'dancing with you', 'together always', 'backup singers', 'vocal harmony', 'pop song', 'pop dance hit', 'percussive bass line', 'groovy drumming rhythm', 'percussion hits', 'party night', 'dj', 'dance club', 'dance floor', 'spirited', 'energetic', 'beach party', 'keyboard accompaniment poor audio quality']","A female singer sang this pop melody with female backup singers in vocal harmony. The song is fast tempo with various percussion instruments, but with a steady drumming rhythm, percussive bass line, guitar rhythm and keyboard accompaniment . The song is youthful and a  party dance song. The song's audio quality is poor.",1,True,True
2415,OEpMpYMjO9Y,30,40,"/m/01hgjl,/m/04rlf,/m/0cfdd","['scratch/hiphop', 'bass', 'keys/pads', 'digital drums', 'medium tempo', 'male voice sample']","Someone is scratching over a hip hop backing-track containing digital drums, a subby bassline and some pad sounds samples playing a melody. A male voice sample is shouting something. This song may be playing at home practicing scratching.",6,False,True
2416,OEuBITrf-kE,210,220,"/m/04rlf,/m/07szfh9","['metal', 'energetic', 'manic solo electric guitar melody', 'shimmering hi hats', 'shimmering crash cymbals', 'double pedal kick', 'punchy snare', 'groovy distorted bass guitar', 'aggressive electric guitar riffs', 'aggressive', 'manic']","The Metal song features a manic solo electric guitar melody over shimmering hi hats, shimmering crash cymbals, double pedal kick hits, punchy snare, groovy distorted bass guitar and aggressive electric guitar riffs. It sounds aggressive, manic and energetic - like something you would jump to at the concerts.",4,False,True
2417,OFJG5Wo_knI,30,40,"/m/04rlf,/m/07p78v5","['techno pop music', 'electronic dance music', 'car repair video', 'video soundtrack', 'medium tempo', 'female singer', 'dance groove', 'relaxing', 'trance music', 'vocal chants', 'vocal harmony', 'keyboard accompaniment', 'groovy bass line', 'medium tempo', 'tambourine percussions', 'average audio quality', 'steady']","A female singer sings this vocal harmony with backup singers. The song is medium tempo with a steady drumming rhythm, tambourine percussion, groovy bass line and keyboard accompaniment. The song is trance-like and groovy. The song is a modern techno dance with an average audio quality. The song serves as a sound track for a car repairing video.",1,False,True
2418,OFP5MYVDa4g,30,40,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['male voice', 'static melody', 'drums', 'electric guitar', 'distortion effect', 'punk-rock genre']",The punk-rock music features a male voice singing a static melody. An electric guitar with a distortion effect accompanies the singer with repetitive chords. The drums play a simple and repetitive rhythm.,2,False,True
2419,OH2SQhJqZDg,0,10,"/m/011k_j,/m/028sqc,/m/04rlf","['instrumental', 'fast tempo', 'bright drumming', 'dance groove', 'animated', 'energetic', 'percussion', 'emphatic percussion', 'lively trumpets', 'bass drums', 'tambourine beats', 'snare', 'trumpet harmony', 'brass band', 'spirited', 'animated', 'enthusiastic', 'swing', 'rock and roll']","This music is an energetic Rock and Roll instrumental. The tempo is fast with animated, infectious drumming, lively trumpets and tambourine beats. The music is upbeat, pulsating, thumping, vivacious, bright, with a perky dance groove. This music is Rock and Roll.",7,True,True
2420,OH8urnIthoQ,60,70,"/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5","['instrumental', 'amplified guitar', 'guitar lead', 'electric guitar', 'medium fast tempo', 'distorted  sound', 'amateur recording', 'inferior quality audio', 'dexterity', 'rock', 'pop rock']",This song is an instrumental solo. The tempo is medium fast with the guitarist playing an enthusiastic lead on an amplified guitar. The music is distorted with inferior audio quality. This song is a PopRock/Rock.,7,False,True
2423,OI7S7vaBT4I,60,70,"/m/04rlf,/m/07s8j8t","['male singer', 'medium fast tempo', 'country song', 'pleading', 'request', 'country pop', 'spirited string arrangement', 'acoustic guitar', 'fiddle', 'resonator', 'banjo', 'mandolin', 'violin', 'rhythmic drumming', 'steady bass', 'keyboard accompaniment', 'country music', 'country songs', 'regional music', 'soft', 'melodic', 'prayer', 'beseeching', 'emotional', 'sentimental']","A male vocalist sings this melodious country song. The tempo is medium with rhythmic acoustic guitar, fiddle, resonator, banjo, dobro and mandolin accompaniment, keyboard harmony, steady drumming and straight bass lines. The song is mellow, emotional, prayerful, pleading, sentimental, passionate and melodious. This song is Country Pop.",7,True,True
2424,OII3VJoE0WA,30,40,"/m/04rlf,/m/06by7,/m/06rqw,/m/0dl5d","['funkrock', 'e-bass', 'e-piano', 'acoustic drums', 'medium to uptempo', 'amateur recording']",An acoustic drum is playing a funky groove with a crash hit while an e-bass with an effect on it is playing a melody along with an e-piano playing the same. Both are playing in the mid -range. This song may be playing practice for a concert with your band.,6,False,True
2426,OKZF0oG1E14,30,40,"/m/01swy6,/m/04rlf,/m/0l14gg","['musical', 'movie music', 'female vocal', 'story-telling mood', 'piano', 'strings', 'flute', 'upright bass', 'complaining', 'easygoing', 'comedic']","This is a musical piece. There is a story-telling mood in this piece. The female vocalist is singing about her troubles in a complaining manner. There are many instruments in the melodic background such as piano, strings, flute and upright bass. The atmosphere of the piece is easygoing and comedic.",9,False,True
2427,OKquGBKOgME,30,40,"/m/04rlf,/m/05rwpb,/m/064t9,/m/06rqw","['funk', 'flat female vocal', 'wide funky electric guitar chords', 'groovy bass guitar', 'energetic drums', 'happy', 'fun', 'dance']","The Funk song features a flat male vocal singing over widely spread, funky electric guitar chords, groovy bass guitar and energetic drums. It gives off happy and fun vibes, as it is probably very good for dancing with your friends.",4,True,True
2428,OLy3C8YpMsY,30,40,"/m/02v2lh,/m/04rlf,/m/07pkxdp","['quiet female voice', 'harp', 'strings', 'wind sound', 'still atmosphere', 'low pitch percussive sound']",The music features a female voice quietly singing a melody. A harp is accompanying the singer. Violins can be heard fading out from the beginning of the music excerpt. In the background one can hear the wind blowing softly. Towards the ending of the music excerpt a low pitch percussive sound can be heard.,2,False,True
2431,OMcoFfaCaGM,30,40,"/m/01v1d8,/m/04rlf,/m/04szw,/m/0cfdd,/m/0l14qv","['low quality', 'mono', 'digital drum machine', 'upbeat', 'tinny syncopated percussions', 'shimmering hi hats', 'modulating rhythm', 'soft crash cymbal', 'punchy kick', 'punchy snare', 'energetic', 'groovy']","The low quality recording features a digital drum machine playing tinny syncopated percussion, shimmering hi hats, soft crash cymbals, punchy kick and snare hits. It sounds energetic, groovy and the rhythm of the hi hats is being modulated in the second half of the loop.",4,False,True
2434,OOik9i9wrU8,0,10,"/m/04rlf,/m/07rn7sz","['low quality', 'groovy bass guitar', 'punchy ""4 on the floor"" kick pattern', 'tinny percussion', 'punchy snare', 'wide muffled sound effects', 'slow riser', 'silence']","The low quality recording features a groovy bass guitar, punchy ""4 on the floor"" kick pattern and tinny percussion. In the second half of the loop the music cuts out and there is a short silence, after which comes the wide, muffled sound effects. At the very end, there is a slow riser, bringing the energy up.",4,False,True
2436,OPimGlHcSRQ,30,40,"/m/04rlf,/m/07s8j8t,/m/07sbbz2","['large room reverb', 'low fidelity', ""rock n' roll"", ""1950's"", 'boogie woogie piano', 'loud drums', 'charismatic male singer', 'fun', 'energetic', 'boomy']","Fun, energetic music played back live in a large room. Boomy low fidelity sound. The music itself is rock n' roll from the 1950's featuring boogie woogie piano, loud drums and a charismatic male singer.",8,False,True
2437,OQz8reoVQEI,30,40,"/m/04rlf,/m/0ln16","['low quality', 'live performance', 'salsa music', 'percussive elements', 'groovy piano melody', 'energetic crash cymbal', 'flat male vocal', 'crowd cheering', 'crowd clapping', 'exciting', 'energetic', 'groovy bass', 'loud']","The low quality recording features a live performance of salsa music and it consists of flat male vocal talking over microphone, followed by groovy piano melody, some percussive elements, groovy bass and energetic crash cymbals. There are some loud crowd cheering noises and claps. It sounds exciting and energetic.",4,False,True
2438,OR_YbeqV5tA,100,110,"/m/04rlf,/m/04wptg","['soft rock ballad', 'ballad', 'pop ballad', 'electric bass guitar bassline', 'gentle male vocal', 'electric guitar arpeggio', 'bongo drums', 'relaxing', 'mellow']","The song features a calm, gentle male vocalist. It feels like a soft pop ballad, with a slight rock influence. There's an electric guitar arpeggio, bongo drums, and a prominent bassline. The song feels like it would be suitable as a loving dedication to someone.",3,True,True
2439,ORikRIu7s1o,30,40,"/m/04rlf,/t/dd00034","['female singer', 'russian pop star', 'medium tempo', 'groovy bass line', 'emotional', 'passionate', 'madly in love', 'say sorry', 'poor audio quality', 'guitar strumming', 'groovy bas line', 'sonic effects', 'keybiard accompaniment', 'steady drumming rhythm', 'romantic', 'love song', 'euro pop hits']","A female singer sings this emotional melody. The song is medium tempo with guitar strumming rhythm, strong bass line, steady drumming rhythm, keyboard accompaniment and sound effects. The song is emotional and romantic. The song is a euro pop love song and has poor audio quality.",1,True,True
2440,ORt8LSgn-uA,30,40,"/m/04rlf,/m/05r6t,/m/05w3f,/m/06by7,/m/0dls3","['rock', 'alternative rock', 'indie rock', 'live recording', 'low quality recording', 'live performance', 'rock band', 'electric guitar', 'electric bass guitar', 'calm emo male singer']",This is a quintessential indie garage rock band. The singer is calm and sings with a sort of haunting demeanor typical of this style. It's a live recording and the audio is of low quality. The singer goes off-pitch at one point.,3,False,True
2446,OZjpYGdvMX0,30,40,"/m/01b9nn,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5","['rock&roll/funk', 'e-guitar', 'amateur recording', 'uptempo']",Someone is playing a slightly distorted e-guitar. A funky riff is being played and repeated. The audio-quality is not the best. This is an amateur recording.,6,False,True
2447,OZv8mtQEgA0,30,40,"/m/04rlf,/m/07q2z82,/m/0ltv,/t/dd00066","['trap beat', 'instrumental', 'racing car sounds', 'no voices', 'minimal instruments']",This audio clip features programmed percussion playing a trap beat. Hi-hats are played at a very fast tempo. The kick drum plays continuously in eighth notes. The sound of racing cars is the main point of focus in this clip. There are no voices. There are no other instruments and no melody.,0,False,True
